GEO_ID,NAME,Median_Income,NAME_sex,Total_Population,Male_Total,Female_Total,NAME_race,Race_Total,White_Alone,Black_Alone,NAME_hispanic,Ethnicity_Total,Hispanic_Latino,Non_Hispanic_Latino,GEOID
1400000US36047016000,Census Tract 160; Kings County; New York,88944,Census Tract 160; Kings County; New York,4323,1951,2372,Census Tract 160; Kings County; New York,4323,2149,172,Census Tract 160; Kings County; New York,4323,3508,815,36047016000
1400000US36047016100,Census Tract 161; Kings County; New York,170893,Census Tract 161; Kings County; New York,3574,1670,1904,Census Tract 161; Kings County; New York,3574,2301,105,Census Tract 161; Kings County; New York,3574,2830,744,36047016100
1400000US36047016200,Census Tract 162; Kings County; New York,98125,Census Tract 162; Kings County; New York,2282,1113,1169,Census Tract 162; Kings County; New York,2282,1198,112,Census Tract 162; Kings County; New York,2282,1394,888,36047016200
1400000US36047016300,Census Tract 163; Kings County; New York,151923,Census Tract 163; Kings County; New York,4082,1782,2300,Census Tract 163; Kings County; New York,4082,2564,683,Census Tract 163; Kings County; New York,4082,3776,306,36047016300
1400000US36047016400,Census Tract 164; Kings County; New York,126696,Census Tract 164; Kings County; New York,859,513,346,Census Tract 164; Kings County; New York,859,580,122,Census Tract 164; Kings County; New York,859,763,96,36047016400
1400000US36047016500,Census Tract 165; Kings County; New York,"250,000+",Census Tract 165; Kings County; New York,6118,2803,3315,Census Tract 165; Kings County; New York,6118,4445,190,Census Tract 165; Kings County; New York,6118,5544,574,36047016500
1400000US36047016600,Census Tract 166; Kings County; New York,126250,Census Tract 166; Kings County; New York,1958,939,1019,Census Tract 166; Kings County; New York,1958,1328,0,Census Tract 166; Kings County; New York,1958,1825,133,36047016600
1400000US36047016700,Census Tract 167; Kings County; New York,193594,Census Tract 167; Kings County; New York,4851,2257,2594,Census Tract 167; Kings County; New York,4851,3662,75,Census Tract 167; Kings County; New York,4851,4423,428,36047016700
1400000US36047016800,Census Tract 168; Kings County; New York,116991,Census Tract 168; Kings County; New York,1970,959,1011,Census Tract 168; Kings County; New York,1970,1191,0,Census Tract 168; Kings County; New York,1970,1878,92,36047016800
1400000US36047016900,Census Tract 169; Kings County; New York,154155,Census Tract 169; Kings County; New York,4726,2483,2243,Census Tract 169; Kings County; New York,4726,3887,42,Census Tract 169; Kings County; New York,4726,4511,215,36047016900
1400000US36047017000,Census Tract 170; Kings County; New York,94926,Census Tract 170; Kings County; New York,3584,1559,2025,Census Tract 170; Kings County; New York,3584,1552,81,Census Tract 170; Kings County; New York,3584,2793,791,36047017000
1400000US36047017100,Census Tract 171; Kings County; New York,168973,Census Tract 171; Kings County; New York,4195,1861,2334,Census Tract 171; Kings County; New York,4195,3187,26,Census Tract 171; Kings County; New York,4195,3401,794,36047017100
1400000US36047017200,Census Tract 172; Kings County; New York,131513,Census Tract 172; Kings County; New York,2830,1296,1534,Census Tract 172; Kings County; New York,2830,1268,49,Census Tract 172; Kings County; New York,2830,2507,323,36047017200
1400000US36047017400,Census Tract 174; Kings County; New York,107143,Census Tract 174; Kings County; New York,2038,930,1108,Census Tract 174; Kings County; New York,2038,878,0,Census Tract 174; Kings County; New York,2038,1826,212,36047017400
1400000US36047017500,Census Tract 175; Kings County; New York,-,Census Tract 175; Kings County; New York,0,0,0,Census Tract 175; Kings County; New York,0,0,0,Census Tract 175; Kings County; New York,0,0,0,36047017500
1400000US36047017600,Census Tract 176; Kings County; New York,97955,Census Tract 176; Kings County; New York,2238,1055,1183,Census Tract 176; Kings County; New York,2238,1251,0,Census Tract 176; Kings County; New York,2238,1970,268,36047017600
1400000US36047017700,Census Tract 177; Kings County; New York,-,Census Tract 177; Kings County; New York,0,0,0,Census Tract 177; Kings County; New York,0,0,0,Census Tract 177; Kings County; New York,0,0,0,36047017700
1400000US36047017800,Census Tract 178; Kings County; New York,75655,Census Tract 178; Kings County; New York,2654,1363,1291,Census Tract 178; Kings County; New York,2654,1093,9,Census Tract 178; Kings County; New York,2654,2166,488,36047017800
1400000US36047017900,Census Tract 179; Kings County; New York,106106,Census Tract 179; Kings County; New York,4017,1689,2328,Census Tract 179; Kings County; New York,4017,1262,1270,Census Tract 179; Kings County; New York,4017,3048,969,36047017900
1400000US36047018000,Census Tract 180; Kings County; New York,58667,Census Tract 180; Kings County; New York,3027,1571,1456,Census Tract 180; Kings County; New York,3027,1650,0,Census Tract 180; Kings County; New York,3027,2563,464,36047018000
1400000US36047018100,Census Tract 181; Kings County; New York,163382,Census Tract 181; Kings County; New York,3749,2067,1682,Census Tract 181; Kings County; New York,3749,2202,569,Census Tract 181; Kings County; New York,3749,3418,331,36047018100
1400000US36047018200,Census Tract 182; Kings County; New York,73229,Census Tract 182; Kings County; New York,3460,1735,1725,Census Tract 182; Kings County; New York,3460,1089,0,Census Tract 182; Kings County; New York,3460,2861,599,36047018200
1400000US36047018300,Census Tract 183; Kings County; New York,191944,Census Tract 183; Kings County; New York,2879,1325,1554,Census Tract 183; Kings County; New York,2879,1843,247,Census Tract 183; Kings County; New York,2879,2675,204,36047018300
1400000US36047018400,Census Tract 184; Kings County; New York,76118,Census Tract 184; Kings County; New York,2161,1005,1156,Census Tract 184; Kings County; New York,2161,943,0,Census Tract 184; Kings County; New York,2161,2069,92,36047018400
1400000US36047018501,Census Tract 185.01; Kings County; New York,46029,Census Tract 185.01; Kings County; New York,4334,1780,2554,Census Tract 185.01; Kings County; New York,4334,678,2108,Census Tract 185.01; Kings County; New York,4334,2646,1688,36047018501
1400000US36047018600,Census Tract 186; Kings County; New York,83250,Census Tract 186; Kings County; New York,2081,884,1197,Census Tract 186; Kings County; New York,2081,905,0,Census Tract 186; Kings County; New York,2081,1585,496,36047018600
1400000US36047018700,Census Tract 187; Kings County; New York,122115,Census Tract 187; Kings County; New York,1448,675,773,Census Tract 187; Kings County; New York,1448,761,351,Census Tract 187; Kings County; New York,1448,1236,212,36047018700
1400000US36047018800,Census Tract 188; Kings County; New York,50265,Census Tract 188; Kings County; New York,2875,1536,1339,Census Tract 188; Kings County; New York,2875,1417,1,Census Tract 188; Kings County; New York,2875,2537,338,36047018800
1400000US36047019000,Census Tract 190; Kings County; New York,60645,Census Tract 190; Kings County; New York,4093,2521,1572,Census Tract 190; Kings County; New York,4093,1079,12,Census Tract 190; Kings County; New York,4093,3035,1058,36047019000
1400000US36047019100,Census Tract 191; Kings County; New York,160471,Census Tract 191; Kings County; New York,2825,1427,1398,Census Tract 191; Kings County; New York,2825,1481,169,Census Tract 191; Kings County; New York,2825,2080,745,36047019100
1400000US36047019200,Census Tract 192; Kings County; New York,69327,Census Tract 192; Kings County; New York,3095,1747,1348,Census Tract 192; Kings County; New York,3095,1433,3,Census Tract 192; Kings County; New York,3095,2415,680,36047019200
1400000US36047019300,Census Tract 193; Kings County; New York,75986,Census Tract 193; Kings County; New York,5974,1942,4032,Census Tract 193; Kings County; New York,5974,2643,1602,Census Tract 193; Kings County; New York,5974,5275,699,36047019300
1400000US36047019400,Census Tract 194; Kings County; New York,56140,Census Tract 194; Kings County; New York,3371,1928,1443,Census Tract 194; Kings County; New York,3371,637,16,Census Tract 194; Kings County; New York,3371,2632,739,36047019400
1400000US36047019500,Census Tract 195; Kings County; New York,116479,Census Tract 195; Kings County; New York,3782,1790,1992,Census Tract 195; Kings County; New York,3782,1644,1292,Census Tract 195; Kings County; New York,3782,3218,564,36047019500
1400000US36047019600,Census Tract 196; Kings County; New York,82044,Census Tract 196; Kings County; New York,4494,2380,2114,Census Tract 196; Kings County; New York,4494,1728,250,Census Tract 196; Kings County; New York,4494,3328,1166,36047019600
1400000US36047019700,Census Tract 197; Kings County; New York,131875,Census Tract 197; Kings County; New York,4051,1993,2058,Census Tract 197; Kings County; New York,4051,2247,946,Census Tract 197; Kings County; New York,4051,3474,577,36047019700
1400000US36047019800,Census Tract 198; Kings County; New York,76973,Census Tract 198; Kings County; New York,1812,971,841,Census Tract 198; Kings County; New York,1812,771,3,Census Tract 198; Kings County; New York,1812,1589,223,36047019800
1400000US36047019900,Census Tract 199; Kings County; New York,131250,Census Tract 199; Kings County; New York,3964,1637,2327,Census Tract 199; Kings County; New York,3964,1883,706,Census Tract 199; Kings County; New York,3964,3399,565,36047019900
1400000US36047020000,Census Tract 200; Kings County; New York,97875,Census Tract 200; Kings County; New York,2118,970,1148,Census Tract 200; Kings County; New York,2118,909,14,Census Tract 200; Kings County; New York,2118,1800,318,36047020000
1400000US36047020100,Census Tract 201; Kings County; New York,153250,Census Tract 201; Kings County; New York,4133,2137,1996,Census Tract 201; Kings County; New York,4133,2115,1118,Census Tract 201; Kings County; New York,4133,3859,274,36047020100
1400000US36047020200,Census Tract 202; Kings County; New York,77434,Census Tract 202; Kings County; New York,1747,784,963,Census Tract 202; Kings County; New York,1747,906,58,Census Tract 202; Kings County; New York,1747,1453,294,36047020200
1400000US36047020300,Census Tract 203; Kings County; New York,171250,Census Tract 203; Kings County; New York,1984,1014,970,Census Tract 203; Kings County; New York,1984,1245,214,Census Tract 203; Kings County; New York,1984,1812,172,36047020300
1400000US36047020400,Census Tract 204; Kings County; New York,102368,Census Tract 204; Kings County; New York,1754,830,924,Census Tract 204; Kings County; New York,1754,1080,15,Census Tract 204; Kings County; New York,1754,1670,84,36047020400
1400000US36047020500,Census Tract 205; Kings County; New York,162596,Census Tract 205; Kings County; New York,3542,1565,1977,Census Tract 205; Kings County; New York,3542,2448,285,Census Tract 205; Kings County; New York,3542,3262,280,36047020500
1400000US36047020600,Census Tract 206; Kings County; New York,70806,Census Tract 206; Kings County; New York,2488,1324,1164,Census Tract 206; Kings County; New York,2488,1497,10,Census Tract 206; Kings County; New York,2488,2291,197,36047020600
1400000US36047020700,Census Tract 207; Kings County; New York,184638,Census Tract 207; Kings County; New York,4681,2049,2632,Census Tract 207; Kings County; New York,4681,3344,335,Census Tract 207; Kings County; New York,4681,4130,551,36047020700
1400000US36047020800,Census Tract 208; Kings County; New York,67114,Census Tract 208; Kings County; New York,2761,1537,1224,Census Tract 208; Kings County; New York,2761,1195,0,Census Tract 208; Kings County; New York,2761,2592,169,36047020800
1400000US36047021000,Census Tract 210; Kings County; New York,72341,Census Tract 210; Kings County; New York,3899,2156,1743,Census Tract 210; Kings County; New York,3899,1016,90,Census Tract 210; Kings County; New York,3899,3611,288,36047021000
1400000US36047021100,Census Tract 211; Kings County; New York,95236,Census Tract 211; Kings County; New York,2753,1390,1363,Census Tract 211; Kings County; New York,2753,679,1229,Census Tract 211; Kings County; New York,2753,2132,621,36047021100
1400000US36047021200,Census Tract 212; Kings County; New York,61989,Census Tract 212; Kings County; New York,3448,1898,1550,Census Tract 212; Kings County; New York,3448,831,58,Census Tract 212; Kings County; New York,3448,3244,204,36047021200
1400000US36047021300,Census Tract 213; Kings County; New York,70109,Census Tract 213; Kings County; New York,4440,1871,2569,Census Tract 213; Kings County; New York,4440,893,2825,Census Tract 213; Kings County; New York,4440,3964,476,36047021300
1400000US36047021400,Census Tract 214; Kings County; New York,69088,Census Tract 214; Kings County; New York,2510,1306,1204,Census Tract 214; Kings County; New York,2510,1380,0,Census Tract 214; Kings County; New York,2510,2213,297,36047021400
1400000US36047021500,Census Tract 215; Kings County; New York,112650,Census Tract 215; Kings County; New York,5735,2438,3297,Census Tract 215; Kings County; New York,5735,3236,1099,Census Tract 215; Kings County; New York,5735,5157,578,36047021500
1400000US36047021600,Census Tract 216; Kings County; New York,41250,Census Tract 216; Kings County; New York,3670,1859,1811,Census Tract 216; Kings County; New York,3670,2906,55,Census Tract 216; Kings County; New York,3670,3276,394,36047021600
1400000US36047021700,Census Tract 217; Kings County; New York,103269,Census Tract 217; Kings County; New York,3958,1711,2247,Census Tract 217; Kings County; New York,3958,1556,1300,Census Tract 217; Kings County; New York,3958,3279,679,36047021700
1400000US36047021800,Census Tract 218; Kings County; New York,68062,Census Tract 218; Kings County; New York,3001,1393,1608,Census Tract 218; Kings County; New York,3001,2341,0,Census Tract 218; Kings County; New York,3001,2560,441,36047021800
1400000US36047021900,Census Tract 219; Kings County; New York,130970,Census Tract 219; Kings County; New York,4285,1690,2595,Census Tract 219; Kings County; New York,4285,1604,2062,Census Tract 219; Kings County; New York,4285,3941,344,36047021900
1400000US36047022000,Census Tract 220; Kings County; New York,51198,Census Tract 220; Kings County; New York,5525,3108,2417,Census Tract 220; Kings County; New York,5525,4469,10,Census Tract 220; Kings County; New York,5525,5100,425,36047022000
1400000US36047022100,Census Tract 221; Kings County; New York,78156,Census Tract 221; Kings County; New York,3706,1980,1726,Census Tract 221; Kings County; New York,3706,1454,1647,Census Tract 221; Kings County; New York,3706,3242,464,36047022100
1400000US36047022200,Census Tract 222; Kings County; New York,50731,Census Tract 222; Kings County; New York,4270,2102,2168,Census Tract 222; Kings County; New York,4270,3241,0,Census Tract 222; Kings County; New York,4270,3698,572,36047022200
1400000US36047022400,Census Tract 224; Kings County; New York,53084,Census Tract 224; Kings County; New York,5335,2816,2519,Census Tract 224; Kings County; New York,5335,4294,15,Census Tract 224; Kings County; New York,5335,4544,791,36047022400
1400000US36047022600,Census Tract 226; Kings County; New York,84194,Census Tract 226; Kings County; New York,2572,1322,1250,Census Tract 226; Kings County; New York,2572,1358,0,Census Tract 226; Kings County; New York,2572,1798,774,36047022600
1400000US36047022700,Census Tract 227; Kings County; New York,121250,Census Tract 227; Kings County; New York,4425,1893,2532,Census Tract 227; Kings County; New York,4425,1606,1265,Census Tract 227; Kings County; New York,4425,3347,1078,36047022700
1400000US36047022800,Census Tract 228; Kings County; New York,65208,Census Tract 228; Kings County; New York,3683,1801,1882,Census Tract 228; Kings County; New York,3683,2026,89,Census Tract 228; Kings County; New York,3683,3347,336,36047022800
1400000US36047022900,Census Tract 229; Kings County; New York,129886,Census Tract 229; Kings County; New York,3425,1479,1946,Census Tract 229; Kings County; New York,3425,1909,729,Census Tract 229; Kings County; New York,3425,3045,380,36047022900
1400000US36047023000,Census Tract 230; Kings County; New York,51250,Census Tract 230; Kings County; New York,4887,2722,2165,Census Tract 230; Kings County; New York,4887,3622,48,Census Tract 230; Kings County; New York,4887,4106,781,36047023000
1400000US36047023100,Census Tract 231; Kings County; New York,162933,Census Tract 231; Kings County; New York,3546,1533,2013,Census Tract 231; Kings County; New York,3546,1819,1018,Census Tract 231; Kings County; New York,3546,3089,457,36047023100
1400000US36047023200,Census Tract 232; Kings County; New York,67750,Census Tract 232; Kings County; New York,6648,3447,3201,Census Tract 232; Kings County; New York,6648,5922,1,Census Tract 232; Kings County; New York,6648,6583,65,36047023200
1400000US36047023300,Census Tract 233; Kings County; New York,75990,Census Tract 233; Kings County; New York,6804,2421,4383,Census Tract 233; Kings County; New York,6804,2509,2582,Census Tract 233; Kings County; New York,6804,5508,1296,36047023300
1400000US36047023400,Census Tract 234; Kings County; New York,37450,Census Tract 234; Kings County; New York,5558,2775,2783,Census Tract 234; Kings County; New York,5558,4872,0,Census Tract 234; Kings County; New York,5558,5147,411,36047023400
1400000US36047023500,Census Tract 235; Kings County; New York,84175,Census Tract 235; Kings County; New York,5578,2896,2682,Census Tract 235; Kings County; New York,5578,4291,256,Census Tract 235; Kings County; New York,5578,4795,783,36047023500
1400000US36047023600,Census Tract 236; Kings County; New York,32500,Census Tract 236; Kings County; New York,5846,2862,2984,Census Tract 236; Kings County; New York,5846,5295,0,Census Tract 236; Kings County; New York,5846,5785,61,36047023600
1400000US36047023800,Census Tract 238; Kings County; New York,50566,Census Tract 238; Kings County; New York,5200,2440,2760,Census Tract 238; Kings County; New York,5200,4637,0,Census Tract 238; Kings County; New York,5200,4939,261,36047023800
1400000US36047024000,Census Tract 240; Kings County; New York,47750,Census Tract 240; Kings County; New York,6413,3116,3297,Census Tract 240; Kings County; New York,6413,5524,142,Census Tract 240; Kings County; New York,6413,5944,469,36047024000
1400000US36047024100,Census Tract 241; Kings County; New York,135968,Census Tract 241; Kings County; New York,2975,1783,1192,Census Tract 241; Kings County; New York,2975,1561,452,Census Tract 241; Kings County; New York,2975,2648,327,36047024100
1400000US36047024200,Census Tract 242; Kings County; New York,60091,Census Tract 242; Kings County; New York,3026,1733,1293,Census Tract 242; Kings County; New York,3026,2573,29,Census Tract 242; Kings County; New York,3026,2869,157,36047024200
1400000US36047024300,Census Tract 243; Kings County; New York,114142,Census Tract 243; Kings County; New York,4300,2009,2291,Census Tract 243; Kings County; New York,4300,982,2177,Census Tract 243; Kings County; New York,4300,3766,534,36047024300
1400000US36047024400,Census Tract 244; Kings County; New York,67500,Census Tract 244; Kings County; New York,3697,1825,1872,Census Tract 244; Kings County; New York,3697,2516,3,Census Tract 244; Kings County; New York,3697,3270,427,36047024400
1400000US36047024500,Census Tract 245; Kings County; New York,91758,Census Tract 245; Kings County; New York,4437,1889,2548,Census Tract 245; Kings County; New York,4437,1456,2150,Census Tract 245; Kings County; New York,4437,4100,337,36047024500
1400000US36047024600,Census Tract 246; Kings County; New York,80398,Census Tract 246; Kings County; New York,3489,1902,1587,Census Tract 246; Kings County; New York,3489,1646,48,Census Tract 246; Kings County; New York,3489,2967,522,36047024600
1400000US36047024700,Census Tract 247; Kings County; New York,61250,Census Tract 247; Kings County; New York,2499,1289,1210,Census Tract 247; Kings County; New York,2499,863,684,Census Tract 247; Kings County; New York,2499,2181,318,36047024700
1400000US36047024800,Census Tract 248; Kings County; New York,75150,Census Tract 248; Kings County; New York,2476,1121,1355,Census Tract 248; Kings County; New York,2476,1372,0,Census Tract 248; Kings County; New York,2476,2090,386,36047024800
1400000US36047024900,Census Tract 249; Kings County; New York,88771,Census Tract 249; Kings County; New York,3992,1751,2241,Census Tract 249; Kings County; New York,3992,1548,1598,Census Tract 249; Kings County; New York,3992,3524,468,36047024900
1400000US36047025000,Census Tract 250; Kings County; New York,48125,Census Tract 250; Kings County; New York,1679,867,812,Census Tract 250; Kings County; New York,1679,172,8,Census Tract 250; Kings County; New York,1679,1257,422,36047025000
1400000US36047025100,Census Tract 251; Kings County; New York,52011,Census Tract 251; Kings County; New York,3687,1514,2173,Census Tract 251; Kings County; New York,3687,1027,2071,Census Tract 251; Kings County; New York,3687,3291,396,36047025100
1400000US36047025200,Census Tract 252; Kings County; New York,54172,Census Tract 252; Kings County; New York,4847,2455,2392,Census Tract 252; Kings County; New York,4847,1948,146,Census Tract 252; Kings County; New York,4847,3963,884,36047025200
1400000US36047025300,Census Tract 253; Kings County; New York,77328,Census Tract 253; Kings County; New York,3375,1795,1580,Census Tract 253; Kings County; New York,3375,1843,926,Census Tract 253; Kings County; New York,3375,3030,345,36047025300
1400000US36047025400,Census Tract 254; Kings County; New York,85819,Census Tract 254; Kings County; New York,2992,1599,1393,Census Tract 254; Kings County; New York,2992,967,0,Census Tract 254; Kings County; New York,2992,2271,721,36047025400
1400000US36047025500,Census Tract 255; Kings County; New York,26833,Census Tract 255; Kings County; New York,4922,1841,3081,Census Tract 255; Kings County; New York,4922,537,2260,Census Tract 255; Kings County; New York,4922,2366,2556,36047025500
1400000US36047025600,Census Tract 256; Kings County; New York,68269,Census Tract 256; Kings County; New York,3114,1595,1519,Census Tract 256; Kings County; New York,3114,1136,0,Census Tract 256; Kings County; New York,3114,2904,210,36047025600
1400000US36047025700,Census Tract 257; Kings County; New York,95263,Census Tract 257; Kings County; New York,3279,1773,1506,Census Tract 257; Kings County; New York,3279,1375,222,Census Tract 257; Kings County; New York,3279,1469,1810,36047025700
1400000US36047025800,Census Tract 258; Kings County; New York,65234,Census Tract 258; Kings County; New York,4482,2166,2316,Census Tract 258; Kings County; New York,4482,1854,253,Census Tract 258; Kings County; New York,4482,3537,945,36047025800
1400000US36047025901,Census Tract 259.01; Kings County; New York,71964,Census Tract 259.01; Kings County; New York,2163,1165,998,Census Tract 259.01; Kings County; New York,2163,960,729,Census Tract 259.01; Kings County; New York,2163,1720,443,36047025901
1400000US36047025902,Census Tract 259.02; Kings County; New York,21953,Census Tract 259.02; Kings County; New York,3611,1145,2466,Census Tract 259.02; Kings County; New York,3611,191,2165,Census Tract 259.02; Kings County; New York,3611,1957,1654,36047025902
1400000US36047026000,Census Tract 260; Kings County; New York,66120,Census Tract 260; Kings County; New York,3076,1348,1728,Census Tract 260; Kings County; New York,3076,890,76,Census Tract 260; Kings County; New York,3076,2268,808,36047026000
1400000US36047026100,Census Tract 261; Kings County; New York,86822,Census Tract 261; Kings County; New York,5459,2281,3178,Census Tract 261; Kings County; New York,5459,1314,1818,Census Tract 261; Kings County; New York,5459,4368,1091,36047026100
1400000US36047026200,Census Tract 262; Kings County; New York,114625,Census Tract 262; Kings County; New York,2626,1341,1285,Census Tract 262; Kings County; New York,2626,723,121,Census Tract 262; Kings County; New York,2626,2428,198,36047026200
1400000US36047026300,Census Tract 263; Kings County; New York,82778,Census Tract 263; Kings County; New York,2270,1079,1191,Census Tract 263; Kings County; New York,2270,550,1370,Census Tract 263; Kings County; New York,2270,2048,222,36047026300
1400000US36047026400,Census Tract 264; Kings County; New York,70151,Census Tract 264; Kings County; New York,4732,2188,2544,Census Tract 264; Kings County; New York,4732,1652,12,Census Tract 264; Kings County; New York,4732,3336,1396,36047026400
1400000US36047026500,Census Tract 265; Kings County; New York,84179,Census Tract 265; Kings County; New York,4163,1693,2470,Census Tract 265; Kings County; New York,4163,1097,1915,Census Tract 265; Kings County; New York,4163,3407,756,36047026500
1400000US36047026600,Census Tract 266; Kings County; New York,52192,Census Tract 266; Kings County; New York,3408,1686,1722,Census Tract 266; Kings County; New York,3408,1418,29,Census Tract 266; Kings County; New York,3408,2545,863,36047026600
1400000US36047026700,Census Tract 267; Kings County; New York,106063,Census Tract 267; Kings County; New York,3950,2060,1890,Census Tract 267; Kings County; New York,3950,1335,1841,Census Tract 267; Kings County; New York,3950,3427,523,36047026700
1400000US36047026800,Census Tract 268; Kings County; New York,87836,Census Tract 268; Kings County; New York,4280,1884,2396,Census Tract 268; Kings County; New York,4280,2224,14,Census Tract 268; Kings County; New York,4280,3845,435,36047026800
1400000US36047026900,Census Tract 269; Kings County; New York,83426,Census Tract 269; Kings County; New York,3124,1601,1523,Census Tract 269; Kings County; New York,3124,924,1382,Census Tract 269; Kings County; New York,3124,2361,763,36047026900
1400000US36047027000,Census Tract 270; Kings County; New York,57792,Census Tract 270; Kings County; New York,2496,1108,1388,Census Tract 270; Kings County; New York,2496,1561,0,Census Tract 270; Kings County; New York,2496,2252,244,36047027000
1400000US36047027100,Census Tract 271; Kings County; New York,98088,Census Tract 271; Kings County; New York,3740,1989,1751,Census Tract 271; Kings County; New York,3740,912,2334,Census Tract 271; Kings County; New York,3740,3187,553,36047027100
1400000US36047027200,Census Tract 272; Kings County; New York,68250,Census Tract 272; Kings County; New York,3993,2260,1733,Census Tract 272; Kings County; New York,3993,1914,162,Census Tract 272; Kings County; New York,3993,2775,1218,36047027200
1400000US36047027300,Census Tract 273; Kings County; New York,111989,Census Tract 273; Kings County; New York,4071,1682,2389,Census Tract 273; Kings County; New York,4071,696,2632,Census Tract 273; Kings County; New York,4071,3573,498,36047027300
1400000US36047027400,Census Tract 274; Kings County; New York,53949,Census Tract 274; Kings County; New York,3159,1330,1829,Census Tract 274; Kings County; New York,3159,1578,0,Census Tract 274; Kings County; New York,3159,3038,121,36047027400
1400000US36047027500,Census Tract 275; Kings County; New York,104537,Census Tract 275; Kings County; New York,5303,2853,2450,Census Tract 275; Kings County; New York,5303,908,3629,Census Tract 275; Kings County; New York,5303,4772,531,36047027500
1400000US36047027600,Census Tract 276; Kings County; New York,61811,Census Tract 276; Kings County; New York,3791,1625,2166,Census Tract 276; Kings County; New York,3791,1211,0,Census Tract 276; Kings County; New York,3791,3041,750,36047027600
1400000US36047027700,Census Tract 277; Kings County; New York,75724,Census Tract 277; Kings County; New York,4294,1809,2485,Census Tract 277; Kings County; New York,4294,591,3013,Census Tract 277; Kings County; New York,4294,3783,511,36047027700
1400000US36047027800,Census Tract 278; Kings County; New York,67913,Census Tract 278; Kings County; New York,3086,1632,1454,Census Tract 278; Kings County; New York,3086,1206,120,Census Tract 278; Kings County; New York,3086,2854,232,36047027800
1400000US36047027900,Census Tract 279; Kings County; New York,83438,Census Tract 279; Kings County; New York,4161,2055,2106,Census Tract 279; Kings County; New York,4161,1231,1945,Census Tract 279; Kings County; New York,4161,3346,815,36047027900
1400000US36047028000,Census Tract 280; Kings County; New York,91250,Census Tract 280; Kings County; New York,1686,905,781,Census Tract 280; Kings County; New York,1686,706,117,Census Tract 280; Kings County; New York,1686,1284,402,36047028000
1400000US36047028100,Census Tract 281; Kings County; New York,57019,Census Tract 281; Kings County; New York,5094,2006,3088,Census Tract 281; Kings County; New York,5094,876,2458,Census Tract 281; Kings County; New York,5094,3302,1792,36047028100
1400000US36047028200,Census Tract 282; Kings County; New York,54219,Census Tract 282; Kings County; New York,2960,1504,1456,Census Tract 282; Kings County; New York,2960,1236,274,Census Tract 282; Kings County; New York,2960,2843,117,36047028200
1400000US36047028300,Census Tract 283; Kings County; New York,49986,Census Tract 283; Kings County; New York,4098,1974,2124,Census Tract 283; Kings County; New York,4098,743,1870,Census Tract 283; Kings County; New York,4098,2760,1338,36047028300
1400000US36047028400,Census Tract 284; Kings County; New York,61587,Census Tract 284; Kings County; New York,3686,1766,1920,Census Tract 284; Kings County; New York,3686,1603,11,Census Tract 284; Kings County; New York,3686,2653,1033,36047028400
1400000US36047028501,Census Tract 285.01; Kings County; New York,56667,Census Tract 285.01; Kings County; New York,427,225,202,Census Tract 285.01; Kings County; New York,427,131,109,Census Tract 285.01; Kings County; New York,427,306,121,36047028501
1400000US36047028502,Census Tract 285.02; Kings County; New York,28466,Census Tract 285.02; Kings County; New York,3303,1600,1703,Census Tract 285.02; Kings County; New York,3303,239,1776,Census Tract 285.02; Kings County; New York,3303,1724,1579,36047028502
1400000US36047028600,Census Tract 286; Kings County; New York,43329,Census Tract 286; Kings County; New York,5171,2523,2648,Census Tract 286; Kings County; New York,5171,1829,393,Census Tract 286; Kings County; New York,5171,4658,513,36047028600
1400000US36047028700,Census Tract 287; Kings County; New York,79350,Census Tract 287; Kings County; New York,3353,1394,1959,Census Tract 287; Kings County; New York,3353,810,1240,Census Tract 287; Kings County; New York,3353,2112,1241,36047028700
1400000US36047028800,Census Tract 288; Kings County; New York,70000,Census Tract 288; Kings County; New York,3799,2151,1648,Census Tract 288; Kings County; New York,3799,1062,0,Census Tract 288; Kings County; New York,3799,2727,1072,36047028800
1400000US36047028900,Census Tract 289; Kings County; New York,66691,Census Tract 289; Kings County; New York,4261,1754,2507,Census Tract 289; Kings County; New York,4261,839,2357,Census Tract 289; Kings County; New York,4261,3108,1153,36047028900
